"","feed_title","feed_link","feed_description","feed_language","feed_pub_date","feed_last_build_date","feed_category","feed_generator","item_title","item_link","item_description","item_pub_date","item_guid","item_category"
"44","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to do Chow Test in R","https://www.r-bloggers.com/2021/11/how-to-do-chow-test-in-r/","The Chow test is used to compare the coefficients of two distinct regression models on two separate datasets. This test is commonly used in econometrics using time series data to evaluate if the data...The post How to do Chow Test in R appeared first on finnstats.Continue reading: How to do Chow Test in R",2021-11-12 15:15:39,"https://finnstats.com/?p=13836","R bloggers"
"45","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","What a NHS-R Community Conference it was – simply wow!","https://www.r-bloggers.com/2021/11/what-a-nhs-r-community-conference-it-was-simply-wow/","The NHS-R Virtual Conference concluded this week and we have had a number of excellent speakers from the Health &#038; Social Care sector, alongside working with key partners of interest. It kicked off with a full day jammed packed of speakers from all over the NHS. The second day we had ...Continue reading: What a NHS-R Community Conference it was – simply wow!",2021-11-12 11:45:01,"https://hutsons-hacks.info/?p=8857","R bloggers"
"46","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to perform Rolling Correlation in R","https://www.r-bloggers.com/2021/11/how-to-perform-rolling-correlation-in-r-2/","Rolling Correlation in R, Correlations between two-time series on a rolling window are known as rolling correlations.Correlations in time series are extremely valuable since they may be used to model and forecast if a relationship exists. But ther...Continue reading: How to perform Rolling Correlation in R",2021-11-11 15:28:52,"https://api.follow.it/track-rss-story-click/v3/nMOEuB5-JAuJDW7mGkWk9d6jHbRcHw3s","R bloggers"
"47","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to perform Rolling Correlation in R","https://www.r-bloggers.com/2021/11/how-to-perform-rolling-correlation-in-r/","Rolling Correlation in R, Correlations between two-time series on a rolling window are known as rolling correlations. Correlations in time series are extremely valuable since they may be used to model and forecast if...The post How to perform Rolling Correlation in R appeared first on finnstats.Continue reading: How to perform Rolling Correlation in R",2021-11-11 15:28:52,"https://finnstats.com/?p=13819","R bloggers"
"48","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to Cite R and R Packages","https://www.r-bloggers.com/2021/11/how-to-cite-r-and-r-packages/","I teach R to a lot of scientists, those that are new to science (i.e. students)as well as more established scientists, new to R.I find that after all their struggles of dealing with dates,or remembering where to put the comma, they’re so grat...Continue reading: How to Cite R and R Packages",2021-11-10 11:00:00,"https://ropensci.org/blog/2021/11/16/how-to-cite-r-and-r-packages/","R bloggers"
"49","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Mapping the confusion matrix","https://www.r-bloggers.com/2021/11/mapping-the-confusion-matrix/","The ‘confusionLabel‘ function below labels the predictions of a binary response model according to their confusion matrix categories, i.e., it classifies each prediction into a false positive, false negative, true positive or true negative, given a user-defined threshold value: Usage … Continue reading →Continue reading: Mapping the confusion matrix",2021-11-10 06:36:00,"http://modtools.wordpress.com/?p=2610","R bloggers"
"50","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","{binance} P2P Trades","https://www.r-bloggers.com/2021/11/binance-p2p-trades/","Peer-to-Peer (P2P) cryptocurrency trading refers to trades that occur directly between two parties without a central authority (like an exchange) being involved.It’s possible to execute P2P trades using a Binance account. You’d start by browsing the listings of adverts. Suppose, for example, that you wanted ...Continue reading: {binance} P2P Trades",2021-11-10 00:00:00,"https://datawookie.dev/blog/2021/11/binance-p2p-trades/","R bloggers"
"51","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Xing glass bridges [or not]","https://www.r-bloggers.com/2021/11/xing-glass-bridges-or-not/","A riddle from the Riddler surfing on Squid Games. Evaluating the number of survivors (out of 16 players) able to X the glass bridge, when said bridge is made of 18 consecutive steps, each involving a choice between a tempered and a non-tempered glass square. Stepping on a non-tempered square means death, ...Continue reading: Xing glass bridges [or not]",2021-11-09 23:21:41,"http://xianblog.wordpress.com/?p=48094","R bloggers"
"52","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Gold-Mining Week 10 (2021)","https://www.r-bloggers.com/2021/11/gold-mining-week-10-2021/","Week 10 Gold Mining and Fantasy Football Projection Roundup now available.The post Gold-Mining Week 10 (2021) appeared first on Fantasy Football Analytics.Continue reading: Gold-Mining Week 10 (2021)",2021-11-09 18:35:00,"https://fantasyfootballanalytics.net/?p=172308","R bloggers"
"53","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to Make Stunning Boxplots in R: A Complete Guide with ggplot2","https://www.r-bloggers.com/2021/11/how-to-make-stunning-boxplots-in-r-a-complete-guide-with-ggplot2/","Boxplots with R and ggplot2 Are your data visualizations an eyesore? It’s a common problem, so don’t worry too much about it. The solution is easier than you think, as R provides countless ways to make stunning visuals. Today you’ll learn how to create impressive boxplots with ...Continue reading: How to Make Stunning Boxplots in R: A Complete Guide with ggplot2",2021-11-09 16:15:57,"https://appsilon.com/?p=8707","R bloggers"
"54","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Chile’s R Ladies Group is Open and Inclusive","https://www.r-bloggers.com/2021/11/chiles-r-ladies-group-is-open-and-inclusive/","To understand what R Ladies in Santiago is like, R Consortium talked to Riva Quiroga about how they are dealing with organizing and meeting during the pandemic. We also discussed...The post Chile’s R Ladies Group is Open and Inclusive appeared first on R Consortium.Continue reading: Chile’s R Ladies Group is Open and Inclusive",2021-11-09 15:30:00,"https://www.r-consortium.org/?p=2101","R bloggers"
"55","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Anderson-Darling Test in R (Quick Normality Check)","https://www.r-bloggers.com/2021/11/anderson-darling-test-in-r-quick-normality-check-2/","Anderson-Darling Test in R, The Anderson-Darling Test is a goodness-of-fit test that determines how well your data fits a given distribution. This test is most typically used to see if your data follow a normal distribution or not.This sort of...Continue reading: Anderson-Darling Test in R (Quick Normality Check)",2021-11-09 14:59:46,"https://api.follow.it/track-rss-story-click/v3/nMOEuB5-JAs4S3qUarhEfVLv-B9hV9S2","R bloggers"
"56","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Anderson-Darling Test in R (Quick Normality Check)","https://www.r-bloggers.com/2021/11/anderson-darling-test-in-r-quick-normality-check/","Anderson-Darling Test in R, The Anderson-Darling Test is a goodness-of-fit test that determines how well your data fits a given distribution. This test is most typically used to see if your data follow a...The post Anderson-Darling Test in R (Quick Normality Check) appeared first on finnstats.Continue reading: Anderson-Darling Test in R (Quick Normality Check)",2021-11-09 14:59:46,"https://finnstats.com/?p=13791","R bloggers"
"57","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","simstudy update: adding flexibility to data generation","https://www.r-bloggers.com/2021/11/simstudy-update-adding-flexibility-to-data-generation/","A new version of simstudy (0.3.0) is now available on CRAN and on the package website. Along with some less exciting bug fixes, we have added capabilities to a few existing features: double-dot variable reference, treatment assignment, and categori...Continue reading: simstudy update: adding flexibility to data generation",2021-11-09 00:00:00,"https://www.rdatagen.net/post/2021-11-09-simstudy-0-3-0-update-summary/","R bloggers"
"58","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Ditch p-values. Use Bootstrap confidence intervals instead","https://www.r-bloggers.com/2021/11/ditch-p-values-use-bootstrap-confidence-intervals-instead/","Are you interested in guest posting? Publish at DataScience+  via your RStudio editor.CategoryBasic StatisticsTagsBasic StatisticsExploratory AnalysisR ProgrammingTips &#038; TricksP-values don’t mean what people think they mean; they rely on hidden assumptions that are unlikely to be fulfilled; they detract from the real questions. Here’s how to use the ...Continue reading: Ditch p-values. Use Bootstrap confidence intervals instead",2021-11-08 19:55:39,"https://datascienceplus.com/?p=31741","R bloggers"
